"","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h"
"390064",38,29,71,33
"390066",66,60,93,43
"85363",513,653,647,447
"117854",241,315,84,83
"445372",117,139,57,41
"53840",30,42,33,14
"160298",105,129,132,110
"84067",1069,1322,1315,1182
"1262",23,24,28,47
"112464",414,547,334,252
"101927825",206,268,171,132
"6609",338,403,220,189
"322",578,665,461,236
"3263",61,53,67,35
"10612",552,719,417,464
"23647",1783,2444,2038,1674
"26515",558,641,644,536
"144132",553,755,809,1604
"23378",455,603,564,604
"3611",993,1122,944,636
"6881",2038,2608,2122,1676
"1200",1227,1537,2044,1859
"8642",12,30,41,19
"63875",1126,1562,1016,1216
"387751",12,12,24,6
"107984019",40,55,35,24
"7762",354,402,311,209
"102724711",27,45,30,38
"7761",69,56,91,45
"338323",16,17,23,25
"27288",14,13,12,14
"100506258",20,9,15,11
"8495",93,104,102,92
"51700",138,182,159,201
"8665",1858,2457,3418,2805
"4004",11,12,8,7
"65975",248,269,230,199
"9866",4965,6085,7401,6489
"6157",15583,20500,18928,16860
"619562",15,23,32,25
"6764",208,225,216,79
"56672",519,678,588,444
"56674",967,1236,896,431
"493900",70,113,97,104
"57758",16,22,25,14
"23258",1260,1631,1686,1726
"440026",2013,2611,1857,2256
"10527",6704,8385,6516,5954
"644656",27,31,30,46
"7702",555,777,584,784
"7465",2074,2501,1338,1502
"23075",1302,1660,1075,838
"440028",27,33,56,47
"283104",160,222,184,151
"81846",1367,1696,1208,1250
"105369149",57,64,51,61
"105376544",26,40,37,22
"133",5047,6532,3378,2822
"100130460",5,15,21,21
"272",1411,1804,1465,1990
"100463486",20,20,17,34
"50862",4295,5453,7411,3233
"100129827",31,39,69,40
"10894",18,15,24,28
"10335",220,301,589,250
"9646",3593,4498,4831,2694
"1982",17726,22156,18781,8645
"692223",11,10,12,17
"58486",550,659,531,327
"729013",83,111,80,96
"374378",1088,1480,1091,589
"283106",324,409,285,336
"107983976",11,5,20,3
"105376553",26,34,45,23
"107984311",10,7,12,10
"55031",1029,1380,1008,816
"9645",1180,1389,849,1054
"107984312",19,13,12,23
"84953",174,202,167,181
"55742",965,1048,906,438
"7003",5311,6605,4472,3858
"107984313",17,5,9,17
"406",1012,1308,651,470
"84280",757,954,678,622
"84188",3054,3843,2342,2212
"10418",47,55,46,26
"22800",1266,1644,1217,924
"1315",3404,4426,3089,2803
"5682",3095,3812,4059,3781
"5140",122,174,236,103
"120227",545,750,571,726
"55553",5,18,22,23
"10944",3205,4109,3267,2602
"144100",304,348,274,258
"6207",9940,13307,11329,10861
"26822",16,24,34,31
"85388",12,21,23,24
"5286",2903,3879,1954,2118
"4925",649,835,539,497
"374383",151,163,161,129
"107984316",87,91,60,75
"3767",208,229,282,160
"10083",760,929,820,442
"340990",2,6,11,54
"3746",16,10,18,11
"26297",322,447,365,408
"107984317",34,37,24,26
"7166",45,50,73,20
"107984318",15,17,21,11
"113174",698,969,605,524
"11234",986,1114,993,601
"2965",600,741,913,420
"105376577",45,72,47,49
"3939",37918,48390,28814,45876
"160287",14,15,28,9
"7251",1162,1355,1251,838
"55293",555,684,390,446
"112268073",8,21,33,7
"100506540",93,126,143,82
"144108",916,1161,1197,958
"144110",100,121,90,126
"283284",18,21,22,39
"105376579",23,10,10,33
"54503",892,1175,558,494
"79733",554,651,324,485
"89797",416,621,256,209
"100126784",17,20,10,15
"100874014",19,24,14,9
"10553",543,641,972,1650
"10196",630,879,752,631
"203859",108,156,159,74
"2188",141,169,229,144
"258010",532,723,382,529
"91057",375,556,389,357
"55366",508,587,366,328
"55327",1085,1202,766,761
"497258",122,143,182,88
"627",468,596,765,214
"81930",1007,1308,638,593
"196074",814,1097,1003,837
"120534",468,587,554,410
"341019",49,52,42,30
"120526",699,790,615,432
"196294",164,227,156,121
"26610",485,611,363,279
"5080",184,227,103,70
"5954",2721,3406,2686,2086
"10480",3621,4631,4198,3775
"493860",302,407,384,338
"79056",394,491,270,320
"79832",2604,3226,2288,1395
"105376615",40,46,43,33
"91614",259,390,235,222
"55346",591,814,644,642
"283267",98,121,127,132
"1479",1072,1345,1232,1327
"338739",25,29,12,26
"10114",2516,3239,2371,1031
"25758",69,69,60,33
"105376617",11,16,10,22
"100131378",18,22,41,35
"966",3789,5006,4386,5249
"26273",1355,1594,1120,1047
"4005",66,73,76,55
"101929918",480,515,457,271
"4076",7192,8855,7842,5153
"55226",2130,2725,2661,1991
"25841",1100,1426,690,635
"102723539",137,188,147,107
"847",1502,1965,1816,1769
"26298",900,1109,2354,1426
"51074",384,530,567,401
"8050",944,1165,787,832
"960",8262,10227,9645,8377
"6506",10,13,24,2
"24147",389,524,514,206
"54765",1458,1765,1257,1353
"143458",840,1021,914,520
"29099",280,358,404,248
"7189",386,497,409,517
"5896",44,52,71,15
"119710",168,223,191,157
"8539",3904,4719,2798,3692
"55761",1336,1632,1522,1744
"51144",1973,2512,1672,2065
"107984328",232,314,246,288
"221120",251,336,301,137
"729799",68,60,50,22
"100507300",5,23,11,11
"84680",267,278,337,379
"2132",2293,2865,1947,1836
"60529",16,25,39,26
"3732",400,588,381,284
"90139",807,895,765,537
"9537",1525,1822,1735,1122
"56981",93,137,137,106
"101060179",114,132,102,99
"57586",109,150,141,32
"8534",143,166,40,45
"55343",479,633,870,267
"1408",641,926,568,1006
"9479",393,598,412,365
"9409",475,575,585,383
"120071",1522,1894,1992,1362
"51317",1208,1487,1387,1259
"90993",61,34,10,18
"8525",2483,2955,2099,1566
"4192",3678,4569,3660,4287
"1132",379,460,305,344
"55626",913,994,1015,607
"283254",176,217,211,141
"9776",1452,1813,1704,1254
"392",1227,1599,1660,1082
"79797",213,285,337,174
"9793",6872,8732,4624,5180
"692108",18,26,12,12
"100507401",45,66,34,42
"4038",635,810,438,421
"79096",414,472,547,397
"107984329",72,61,80,64
"84364",1355,1734,1454,1329
"29763",976,1396,1135,1159
"1643",989,1128,875,1462
"53",538,566,494,193
"10062",362,373,375,209
"8567",1648,2120,1514,1567
"101928943",16,13,7,7
"4607",3,15,8,25
"91252",621,913,667,707
"5702",1912,2399,3572,2907
"5913",9,11,29,14
"10658",3735,4445,4524,4245
"114971",941,1144,896,520
"55709",325,422,383,161
"4722",1133,1433,994,713
"114900",14,24,15,21
"23788",2197,2844,2092,1688
"23360",3581,4632,2772,4196
"23279",2864,3589,2246,1741
"5795",1096,1393,1382,980
"441601",10,5,12,8
"85456",1575,2152,2247,2114
"6749",6237,8019,5639,4716
"5553",25,24,19,17
"105369312",23,25,39,20
"29015",468,585,410,268
"349667",628,795,611,488
"8501",134,184,200,218
"26519",371,427,397,313
"219537",24,18,19,45
"9246",358,469,416,357
"710",74,113,88,39
"219539",29,34,20,47
"10978",483,601,532,296
"25921",2220,2854,3008,1608
"219541",272,381,323,207
"100528016",2958,3788,3637,2891
"51075",950,1153,1323,968
"280636",1233,1504,1606,1443
"643376",48,41,32,38
"1500",2875,3701,3523,2809
"9404",102,124,128,125
"80829",1728,2158,2016,1653
"386607",435,572,503,428
"1270",12,22,21,16
"374393",382,520,227,109
"101927204",61,77,57,41
"63901",1039,1362,584,691
"23220",412,431,437,245
"102723575",16,17,22,19
"5007",2097,2729,2305,2504
"101927226",13,18,27,12
"219988",1528,1926,1294,1519
"6809",1482,2180,1210,971
"54948",748,988,813,507
"6947",38,51,15,14
"219995",33,68,42,19
"79080",820,1123,1335,683
"11251",40,42,57,35
"27339",3050,3833,3815,2105
"79073",1061,1219,1099,685
"54972",2767,3588,2786,2358
"51296",30,44,38,36
"921",10,13,16,9
"55048",648,851,560,435
"220001",72,130,150,79
"1642",8239,10461,9351,7252
"26007",1891,2384,2919,2794
"220002",290,388,433,295
"51524",422,495,413,320
"51259",75,143,176,87
"79869",2085,2795,2571,2330
"54949",522,703,499,355
"220004",164,198,169,266
"105369329",21,11,9,16
"390205",11,10,7,3
"9066",1670,2242,1958,1399
"105369331",1,11,18,17
"113157",19,20,37,4
"747",272,406,226,104
"745",2839,3764,2554,2104
"26070",10,18,9,15
"746",778,1097,749,747
"693196",309,411,306,269
"2237",2714,3453,1792,1565
"3992",1620,2202,1523,1304
"9415",419,567,389,327
"3995",1636,1943,1505,2626
"102465446",6,18,7,25
"5866",356,429,452,314
"7439",14994,18116,23178,26592
"2495",25372,34316,32502,39897
"399900",7,12,19,4
"3619",3117,4047,1752,2485
"80150",651,800,406,343
"79026",36212,45157,38386,52937
"1937",31450,41048,40912,38970
"64852",1253,1596,1301,1696
"9219",2782,3575,2547,1781
"256364",2097,2740,2460,2896
"6094",36,55,44,61
"26229",1261,1787,1181,1305
"23193",4518,5517,12420,13327
"80789",858,1115,1160,561
"79081",743,963,888,682
"102288414",552,695,645,451
"751071",108,171,178,141
"692158",22,37,24,32
"790955",398,510,404,363
"51035",1445,1825,1486,1442
"100534595",2811,3807,2296,2497
"26580",482,627,625,542
"2785",140,146,140,79
"221092",3616,5010,2562,2818
"283237",329,441,411,531
"79842",112,107,155,126
"5436",945,1240,1060,975
"10629",443,557,410,258
"374395",567,730,780,498
"102465448",15,17,16,13
"79064",415,487,444,341
"10482",1193,1498,1267,820
"6811",809,985,746,584
"105369332",165,211,253,224
"54663",908,1213,1162,1202
"23642",2829,3706,3045,3055
"9304",182,242,182,271
"9298",114,120,154,172
"9299",38,62,34,31
"9297",73,97,81,84
"9300",65,93,77,80
"9301",42,70,49,66
"9302",58,85,59,78
"9303",303,386,279,269
"6520",4135,5373,4284,4564
"11145",667,825,574,466
"107984336",14,12,14,3
"25923",2077,2649,2343,1514
"10313",2957,3674,3132,2485
"65998",678,875,855,446
"144097",715,992,999,694
"2011",1296,1870,1493,943
"283248",388,473,295,244
"79829",939,1198,922,711
"1351",3127,4129,3069,3026
"55611",2384,2949,1980,1647
"28992",844,1092,951,1054
"101927673",105,183,150,160
"23769",66,74,77,69
"105369339",13,14,11,13
"10963",8881,11475,7499,6461
"83706",75,102,97,63
"83707",504,646,507,577
"84304",570,831,934,850
"3338",291,418,470,350
"7423",459,526,381,578
"2286",833,1078,864,1025
"114841035",833,1083,866,1026
"26472",1619,2215,3623,2964
"105369340",162,197,270,281
"5331",3724,4928,3691,3489
"572",488,642,359,341
"56834",600,619,598,576
"106780802",11,14,12,6
"2101",1615,1966,2212,1859
"51504",3200,4322,3147,2997
"25824",3932,5115,4668,4455
"283234",633,873,453,787
"8986",2182,2680,2493,2248
"100996455",8,20,22,30
"9379",63,45,28,17
"107984337",5,11,3,10
"10235",278,446,242,315
"5837",27,48,28,11
"7536",5879,7449,6059,6018
"5871",1529,1978,1293,1277
"4221",2152,2677,2227,1520
"55561",2196,2573,2257,2147
"10938",1841,2376,1850,1534
"113218486",76,102,67,68
"23130",1686,2370,1404,1818
"5526",928,1378,648,1009
"116071",72,107,76,44
"100528018",360,472,518,572
"402",371,516,562,726
"29907",167,200,186,176
"29901",607,780,604,438
"10004",17,7,9,27
"113130",1979,2497,1290,1289
"7542",479,650,479,481
"100130348",10,9,10,7
"738",2223,2748,2378,1941
"7108",938,1217,1071,588
"741",180,311,300,133
"2197",6917,9239,8091,6818
"740",1247,1570,1916,1281
"84447",1632,1953,1431,1664
"387778",45,28,20,53
"728975",128,181,188,150
"823",7047,9177,8261,6558
"440044",45,49,36,40
"23649",695,933,549,702
"105369344",65,84,58,50
"10435",617,773,803,327
"5977",1935,2453,1934,1633
"220359",72,87,37,58
"283130",144,176,111,104
"83786",2255,2759,1351,597
"107984338",5352,6896,4463,5976
"283131",46222,60205,36655,54676
"693197",99,95,88,159
"101927789",529,747,304,281
"378938",3757,5206,3213,4557
"109136579",3523,4833,3101,4348
"109136578",15,23,8,10
"57410",2478,3094,2115,1738
"4054",6638,8730,8823,6490
"254100",56,47,56,31
"10534",683,898,693,719
"23625",1500,2065,1715,1692
"254102",5380,7008,4422,5494
"10089",14,26,18,8
"4296",1792,2417,1875,1292
"399909",1727,2235,2819,2335
"6494",2223,3034,2151,1952
"5970",2486,3273,2133,2745
"105369347",66,80,47,92
"10524",776,922,787,820
"84153",574,688,587,462
"91056",1208,1703,1483,614
"5017",421,576,390,288
"254122",2577,3169,2725,2404
"1072",15626,19999,13764,12446
"80198",591,992,541,600
"30008",124,224,84,340
"1521",45,51,33,51
"9158",1381,1797,1376,826
"11007",2578,3501,2063,2930
"8061",2728,3532,2539,2751
"83638",1233,1591,1025,2120
"10589",4577,6078,3295,4176
"9092",1610,2127,1816,1590
"84285",1183,1401,794,888
"8815",2763,3696,2555,2164
"1474",1178,1600,994,790
"117144",142,190,112,121
"89792",25,34,23,4
"10992",4603,6039,6313,6188
"55690",1528,1924,1775,1689
"64837",1552,1996,1267,1062
"105369352",487,565,416,360
"105369351",36,52,31,19
"81876",2804,3549,3384,2585
"107984340",603,768,606,495
"254263",20,41,27,14
"10897",752,977,820,713
"256472",249,277,266,90
"9610",1070,1394,1143,1522
"25855",716,868,827,569
"11041",340,434,244,154
"102724064",126,125,146,167
"3177",1465,1855,1684,1819
"65003",1224,1802,1134,889
"246330",197,291,368,124
"101928069",53,56,81,52
"10072",1210,1634,1529,1383
"582",409,396,689,448
"254359",536,651,657,612
"55231",12,7,14,1
"9973",605,874,690,702
"100526737",719,980,773,574
"10432",1506,1848,1370,1133
"5936",1116,1461,1375,1007
"83759",326,394,354,230
"6712",616,819,1087,624
"79703",587,654,503,618
"9986",619,884,550,459
"5091",731,971,753,647
"78999",910,1151,1064,1027
"91683",188,220,297,122
"29984",725,901,716,630
"22992",2013,2540,3052,2312
"156",2497,3203,2285,2320
"338692",996,1220,795,826
"54961",923,1151,1254,1039
"100130987",133,168,172,188
"57804",739,1062,1164,1767
"23529",279,332,472,298
"5883",1465,1824,916,1054
"5499",4765,6493,3850,3030
"374403",26,24,32,25
"57571",180,223,116,89
"6199",1159,1396,939,776
"57175",2187,2849,2041,1822
"5790",17,27,22,22
"80194",622,791,586,925
"9049",881,988,680,658
"9600",2335,3097,2106,2504
"10263",1163,1404,802,1043
"2950",7400,9591,8034,7805
"4723",2841,3738,2977,3075
"390213",5,6,16,16
"254552",171,218,142,160
"645332",156,203,254,215
"112268076",18,22,18,16
"81622",1543,2037,1744,1674
"221",327,398,858,762
"4728",974,1322,1207,933
"102465669",15,11,19,7
"100616403",19,24,13,23
"10312",2092,2648,1311,1598
"102465451",30,11,11,15
"1119",985,1225,681,612
"51111",672,785,721,636
"53838",650,849,816,598
"105369363",4,11,8,11
"4041",2660,3463,2668,1667
"55291",3850,5019,2728,2176
"107984343",322,329,194,109
"51083",1137,1329,652,393
"9633",229,353,278,330
"1374",3197,4112,2609,2508
"105369364",18,22,19,7
"219927",901,1168,936,629
"3508",619,847,704,743
"116535",18,19,27,19
"219931",524,670,636,547
"100422846",15,5,10,6
"107984344",11,19,24,19
"107984345",132,113,71,108
"105369367",7,10,8,12
"26579",4416,5583,3607,8613
"105369370",800,1147,870,362
"595",41104,53733,12603,19217
"220064",420,431,370,311
"9965",385,487,814,973
"55107",1266,1897,1787,1152
"105369372",11,14,7,13
"8772",622,842,789,316
"8500",2295,2944,1603,2132
"105369373",79,102,66,75
"107984347",300,408,223,261
"2017",5192,6726,6535,7269
"22941",681,720,599,386
"100874198",9,6,17,12
"1717",4136,5402,3196,3037
"55191",709,926,1103,1348
"55199",163,242,299,115
"285407",43,71,81,42
"100131539",5,22,16,21
"100133315",27,37,35,22
"100129216",11,13,9,8
"55298",590,721,599,396
"10068",345,388,333,324
"4926",4389,5785,4998,4508
"100128494",1049,1433,1199,1061
"220074",391,525,569,453
"55004",643,757,950,434
"25906",156,235,216,196
"2348",136,171,90,71
"3636",2824,3784,2998,2389
"81570",999,1280,1129,1053
"5138",390,411,273,360
"105369378",28,29,16,19
"116985",1940,2348,2290,1945
"100506020",111,109,134,104
"10809",736,886,910,850
"105369380",15,25,25,22
"107984421",17,31,28,26
"89849",658,885,478,764
"9873",526,590,473,360
"5029",353,382,245,185
"5031",28,27,14,2
"9828",1271,1382,990,922
"100287837",68,79,61,50
"84957",746,998,580,1017
"23201",2110,2613,2434,1889
"58473",425,546,837,613
"5870",3589,4656,2613,3636
"51642",451,633,397,380
"51287",727,975,1131,691
"80227",296,304,343,514
"374407",19,42,22,62
"7351",336,394,264,153
"7352",33,34,31,13
"26005",888,1078,902,506
"51400",1993,2590,1964,1708
"105369383",13,12,10,12
"283208",36,34,18,39
"283209",717,1039,724,487
"387787",35,42,32,24
"100287896",101,163,74,100
"10714",441,524,325,289
"254225",1265,1562,974,1332
"143570",523,645,484,464
"9789",1412,1786,1367,961
"10825",592,819,753,485
"100507050",23,37,16,8
"408",656,829,1596,412
"6188",34000,43740,37189,34988
"114599",9,15,20,8
"283212",25,52,70,77
"81544",1317,1622,1142,1373
"105369389",20,16,12,8
"871",1703,2303,1257,2162
"84649",121,149,172,68
"7405",398,479,343,332
"7481",76,90,60,35
"5612",1170,1376,1498,944
"100506127",238,355,334,166
"56946",764,947,564,627
"2615",44,73,30,13
"25987",673,821,867,498
"55331",1204,1448,786,936
"726",766,1065,665,535
"4647",130,151,71,75
"5058",1405,1845,1525,1213
"282679",37,31,47,37
"1207",1483,1746,2363,1563
"51773",1926,2386,1656,1476
"28971",132,188,146,111
"92105",752,1049,863,741
"100532726",1284,1659,1056,724
"65987",159,207,202,79
"4718",1191,1568,937,666
"79053",544,696,607,490
"100289388",35,36,56,29
"283219",201,286,345,184
"57558",520,614,590,674
"9846",351,413,433,534
"101928865",13,17,7,10
"79731",429,599,546,503
"5547",1334,1825,1995,1379
"220042",584,713,257,368
"27314",215,251,196,136
"100506233",75,85,81,98
"51585",860,1017,1023,611
"100506282",74,79,114,60
"106736475",23,33,28,18
"338699",285,394,429,340
"60492",451,638,669,681
"1740",33,13,17,20
"55863",675,884,810,568
"84233",277,344,276,152
"58487",2671,3408,2512,2630
"54843",654,874,891,493
"8301",2621,3437,2564,1778
"8726",857,935,573,433
"51501",446,595,499,408
"60494",14,31,14,19
"11098",365,466,175,136
"107984428",9,17,13,8
"8322",330,422,302,228
"65084",797,1028,964,887
"23682",282,367,306,159
"1075",628,824,705,355
"101929174",2,2,14,20
"10003",122,165,114,127
"26973",2269,2912,1705,1084
"120103",729,1016,602,847
"56935",329,389,241,252
"85459",1124,1536,810,833
"619383",14,12,9,13
"79101",2213,2692,2393,3806
"684959",26,25,29,58
"692063",54,49,73,96
"692075",23,33,32,35
"677792",13,33,19,27
"654320",75,119,90,178
"692072",60,77,43,96
"677805",70,111,88,140
"100302240",23,50,47,45
"677822",204,241,229,315
"28970",705,915,1139,1028
"9440",1064,1482,1109,600
"24145",1276,1755,1264,726
"10888",30,40,15,38
"4361",918,1127,699,1111
"54851",186,211,177,207
"2526",279,417,277,200
"105369438",58,75,57,43
"143689",22,54,34,26
"105369436",594,728,758,495
"154810",1859,2337,2180,1667
"51503",600,823,645,583
"55693",97,115,92,93
"10929",753,855,1374,439
"23052",2744,3326,1716,1466
"143686",576,716,416,527
"100129203",9,21,13,9
"143684",592,804,547,761
"9702",733,999,676,1025
"8898",769,1044,927,552
"84441",230,271,283,123
"79780",722,975,598,808
"8690",380,462,543,380
"100128386",26,48,29,34
"143872",777,1117,610,583
"57562",221,264,221,315
"10413",3194,4053,5108,3171
"330",557,816,332,268
"329",1664,2205,1667,1615
"114908",8552,10616,9314,7675
"101928424",41,37,31,29
"4316",10,10,42,2
"101928477",9,21,61,2
"84259",1249,1590,1433,1188
"79659",124,144,126,82
"837",195,259,266,207
"84437",524,674,742,499
"143879",296,376,232,223
"60496",1476,1791,1348,1087
"2977",15,5,15,22
"105369477",188,218,130,83
"143884",248,295,161,201
"91801",529,682,459,301
"55531",157,177,104,76
"54733",1612,1894,1140,877
"8065",1376,1776,1376,1275
"38",889,1263,2203,892
"4863",717,884,559,576
"472",1753,2163,1598,1364
"160140",90,94,113,62
"143888",628,804,565,597
"23086",927,1182,532,986
"1662",1001,1278,1370,880
"85463",534,635,607,274
"5962",3512,4513,2861,2535
"105369486",25,42,78,52
"2230",746,937,1096,505
"105369487",21,28,21,24
"23235",1396,1831,1437,824
"5519",1558,1827,1109,387
"79796",645,804,503,502
"91893",89,116,193,90
"64776",327,430,536,616
"1410",7,4,10,27
"100528019",37,45,38,18
"91894",36,44,35,18
"85458",368,412,265,210
"1737",1798,2484,2145,1194
"120379",339,421,433,259
"55216",709,815,1148,647
"26521",475,697,697,344
"6392",1646,2046,2004,1663
"3606",1424,1892,1888,1631
"83875",143,152,226,159
"5805",320,470,370,373
"349633",11,17,9,11
"283140",47,55,95,62
"107984388",8,14,19,16
"107984387",113,101,138,105
"4684",39,39,15,5
"54970",254,308,349,164
"255239",11,28,46,20
"107984390",14,13,18,22
"80975",41,32,56,52
"9183",266,283,571,445
"57646",880,1079,644,798
"54494",47,53,105,127
"10179",485,533,671,570
"25996",1312,1604,1032,822
"84811",402,573,340,367
"8882",830,1017,1205,1025
"104326055",11,12,7,8
"23387",1120,1422,1033,626
"5049",2864,3794,4832,3966
"51092",955,1148,1124,1244
"100652768",125,135,188,155
"6876",208,327,257,193
"9159",785,1023,945,721
"257160",477,574,532,405
"23621",499,675,575,496
"100379571",61,53,62,68
"22897",809,1113,841,946
"100533181",30,21,11,12
